"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"SUMICHEM","Sumitomo Chemical India Limited","7(2)","SUMITOMO CHEMICAL COMPANY, LIMITED","Promoters","Equity Shares","400825868","80.3",,"9982914","2835175198","Sell","Equity Shares","390842954","78.3","26-Jun-2020","29-Jun-2020","01-Jul-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 12:17","https://archives.nseindia.com/corporate/xbrl/IT_1074642_272692_01072020121712_WEB.xml"
"ANDHRAPAP","ANDHRA PAPER LIMITED","7(2)","International Paper Investments (Luxembourg) S.a.r.l","Promoters","Equity Shares","7954008","20",,"6841004","1343557037","Sell","Equity Shares","1113004","2.8","25-Jun-2020","26-Jun-2020","29-Jun-2020","Others","-","-","0","0","0","0","BSE,NSE","-","01-Jul-2020 12:14","https://archives.nseindia.com/corporate/xbrl/IT_1074639_272685_01072020121435_WEB.xml"
"CAPTRUST","Capital Trust Limited","7(2)","Moonlight Equity Pvt Ltd","Promoters","Equity Shares","1468699","8.98",,"18111","1455946","Buy","Equity Shares","1486810","9.09","29-Jun-2020","29-Jun-2020","01-Jul-2020","Market Purchase","-","-","0","0","0","0","BSE","-","01-Jul-2020 11:45","https://archives.nseindia.com/corporate/xbrl/IT_1074638_272651_01072020114536_WEB.xml"
"YESBANK","Yes Bank Limited","7(2)","Roopa Dave","Employees/Designated Employees","Equity Shares","162650","0",,"40662","1040947","Sell","Equity Shares","121988","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","01-Jul-2020 11:24","https://archives.nseindia.com/corporate/xbrl/IT_1074636_272636_01072020112409_WEB.xml"
"JKCEMENT","JK Cement Limited","7(2)","Sushila Devi Singhania","Promoter Group","Equity Shares","285957","0.37",,"200000","272000000","Sell","Equity Shares","85957","0.11","29-Jun-2020","29-Jun-2020","30-Jun-2020","Inter-se-Transfer","-","-","0","0","0","0","BSE","-","01-Jul-2020 11:11","https://archives.nseindia.com/corporate/xbrl/IT_1074634_272631_01072020111111_WEB.xml"
"JKCEMENT","JK Cement Limited","7(2)","Yadu International Limited","Promoters","Equity Shares","30834518","39.91",,"200000","272000000","Buy","Equity Shares","31034518","40.17","29-Jun-2020","29-Jun-2020","30-Jun-2020","Inter-se-Transfer","-","-","0","0","0","0","BSE","-","01-Jul-2020 11:11","https://archives.nseindia.com/corporate/xbrl/IT_1074634_272631_01072020111111_WEB.xml"
"VERTOZ","Vertoz Advertising Limited","7(2)","Hirenkumar Rasiklal Shah","Promoters","Equity Shares","4071824","34.02",,"1000000","70412178","Sell","Equity Shares","3071824","25.67","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 23:21","https://archives.nseindia.com/corporate/xbrl/IT_1074630_272573_30062020112150_WEB.xml"
"VERTOZ","Vertoz Advertising Limited","7(2)","Ashish Rasiklal Shah","Promoters","Equity Shares","4071824","34.02",,"1000000","75000000","Sell","Equity Shares","3071824","25.67","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 23:20","https://archives.nseindia.com/corporate/xbrl/IT_1074629_272571_30062020112014_WEB.xml"
"SUZLON","Suzlon Energy Limited","7(2)","Tanti Holdings Private Limited","Promoters","Equity Shares","158901093","2.99",,"408077000","999788650","Buy","Equity Shares","566978093","7.35","27-Jun-2020","27-Jun-2020","30-Jun-2020","Preferential Offer","-","-","0","0","0","0","NA","-","30-Jun-2020 22:51","https://archives.nseindia.com/corporate/xbrl/IT_1074626_272552_30062020105120_WEB.xml"
"DISHTV","Dish TV India Limited","7(2)","Direct Media Distribution Ventures Pvt Ltd","Promoters","Equity Shares","265568023","14.42",,"1777800","15537690","Pledge Invoke","Equity Shares","263790223","14.33","25-Jun-2020","26-Jun-2020","29-Jun-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","30-Jun-2020 22:38","https://archives.nseindia.com/corporate/xbrl/IT_1074624_272549_30062020103846_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Saurabh Paliwal","Employees/Designated Employees","Equity Shares","5626","0",,"5626","2227470","Sell","Equity Shares","Nil","0","25-Jun-2020","25-Jun-2020","29-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 21:55","https://archives.nseindia.com/corporate/xbrl/IT_1074622_272535_30062020095505_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Kartik Shivkumar","Employees/Designated Employees","Equity Shares","400","0",,"275","1118632","Sell","Equity Shares","125","0","22-Jun-2020","22-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 21:07","https://archives.nseindia.com/corporate/xbrl/IT_1074620_272515_30062020090718_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Prashant Khandelwal","Employees/Designated Employees","Equity Shares","630","0",,"630","2586119","Sell","Equity Shares","Nil","0","23-Jun-2020","23-Jun-2020","26-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 21:07","https://archives.nseindia.com/corporate/xbrl/IT_1074620_272515_30062020090718_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","G Shankar Narayan","Employees/Designated Employees","Equity Shares","788","0",,"240","969480","Sell","Equity Shares","548","0","29-May-2020","29-May-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 21:07","https://archives.nseindia.com/corporate/xbrl/IT_1074620_272515_30062020090718_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","G Shankar Narayan","Employees/Designated Employees","Equity Shares","548","0",,"194","755213","Buy","Equity Shares","742","0","16-Jun-2020","16-Jun-2020","30-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","30-Jun-2020 21:07","https://archives.nseindia.com/corporate/xbrl/IT_1074620_272515_30062020090718_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Anirudh Gautam","Employees/Designated Employees","Equity Shares","1252","0",,"440","1802240","Sell","Equity Shares","812","0","17-Jun-2020","24-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","BSE","-","30-Jun-2020 21:07","https://archives.nseindia.com/corporate/xbrl/IT_1074620_272515_30062020090718_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","J Moses Babu","Employees/Designated Employees","Equity Shares","2616","0",,"1095","4471267","Sell","Equity Shares","1521","0","23-Jun-2020","23-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 21:07","https://archives.nseindia.com/corporate/xbrl/IT_1074620_272515_30062020090718_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","B Mallikharjuna Rao","Employees/Designated Employees","Equity Shares","2401","0",,"475","1891731","Sell","Equity Shares","1926","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 21:07","https://archives.nseindia.com/corporate/xbrl/IT_1074620_272515_30062020090718_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","A. Karunakar","Employees/Designated Employees","Equity Shares","675","0",,"675","2708100","Sell","Equity Shares","Nil","0","29-Jun-2020","29-Jun-2020","29-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 21:07","https://archives.nseindia.com/corporate/xbrl/IT_1074620_272515_30062020090718_WEB.xml"
"LGBFORGE","LGB Forge Limited","7(2)","V RAJVIRDHAN","Promoters","Equity Shares","59325818","24.91",,"8437950","23204363","Buy","Equity Shares","67763768","28.45","30-Jun-2020","30-Jun-2020","30-Jun-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Jun-2020 21:02","https://archives.nseindia.com/corporate/xbrl/IT_1074618_272509_30062020090228_WEB.xml"
"LGBFORGE","LGB Forge Limited","7(2)","ELGI AUTOMOTIVE SERVICES PRIVATE LIMITED","Promoters","Equity Shares","31104616","13.06",,"8437950","23204363","Sell","Equity Shares","22666666","9.52","30-Jun-2020","30-Jun-2020","30-Jun-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Jun-2020 21:02","https://archives.nseindia.com/corporate/xbrl/IT_1074618_272509_30062020090228_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","KHUSHRU SIDHWA","Employees/Designated Employees","Equity Shares","226360","0.01",,"10000","5521900","Sell","Equity Shares","216360","0.01","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 20:40","https://archives.nseindia.com/corporate/xbrl/IT_1074616_272500_30062020084033_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","SURESH BADAMI","Director","Equity Shares","143828","0.01",,"30000","16081200","Sell","Equity Shares","113828","0.01","29-Jun-2020","29-Jun-2020","29-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 20:40","https://archives.nseindia.com/corporate/xbrl/IT_1074616_272500_30062020084033_WEB.xml"
"FEDERALBNK","The Federal Bank  Limited","7(2)","Sajan K P","Employees/Designated Employees","Equity Shares","22000","0",,"17000","1064231","Sell","Equity Shares","5000","0","28-Feb-2020","20-Mar-2020","29-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 20:38","https://archives.nseindia.com/corporate/xbrl/IT_1074614_272497_30062020083804_WEB.xml"
"GANECOS","Ganesha Ecosphere Limited","7(2)","PRADEEP KUMAR GOENKA","Director","Equity Shares","7449","0.03",,"7449","1634499","Sell","Equity Shares","Nil","0","26-Jun-2020","26-Jun-2020","27-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 20:14","https://archives.nseindia.com/corporate/xbrl/IT_1074612_272483_30062020081404_WEB.xml"
"MAHINDCIE","Mahindra CIE Automotive Limited","7(2)","Participaciones Internacionales Autometal, Dos S.L","Promoters","Equity Shares","219437742","57.9",,"479000","57427837","Buy","Equity Shares","219916742","58.02","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:45","https://archives.nseindia.com/corporate/xbrl/IT_1074610_272465_30062020074529_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","TANDON RAJAN","Employees/Designated Employees","Equity Shares","50816","0",,"10000","18000000","Pledge Revoke","Equity Shares","50816","0","25-Jun-2020","25-Jun-2020","29-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","30-Jun-2020 19:38","https://archives.nseindia.com/corporate/xbrl/IT_1074608_272459_30062020073818_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","TANDON RAJAN","Employees/Designated Employees","Equity Shares","50816","0",,"10000","18000000","Pledge","Equity Shares","50816","0","25-Jun-2020","25-Jun-2020","29-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Jun-2020 19:38","https://archives.nseindia.com/corporate/xbrl/IT_1074608_272459_30062020073818_WEB.xml"
"DALBHARAT","Dalmia Bharat Limited","7(2)","Ajit Aravindaksha Menon","Employees/Designated Employees","Equity Shares","73363","0.03",,"7200","5062485","Sell","Equity Shares","66163","0.03","26-Jun-2020","26-Jun-2020","29-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:16","https://archives.nseindia.com/corporate/xbrl/IT_1074606_272425_30062020071638_WEB.xml"
"TFCILTD","Tourism Finance Corporation of India Limited","7(2)","koppara Sajeeve Thomas","Promoter Group","Equity Shares","6683633","8.28",,"750000","27368438","Buy","Equity Shares","7433633","9.21","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","30-Jun-2020 19:10","https://archives.nseindia.com/corporate/xbrl/IT_1074604_272412_30062020071029_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","MEREDITH TRADERS PVT LTD","Promoter Group","Equity Shares","422210","0.09",,"420595","15919521","Pledge","Equity Shares","422210","0.09","24-Jun-2020","24-Jun-2020","26-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Jun-2020 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1074602_272390_30062020070656_WEB.xml"
"JKLAKSHMI","JK Lakshmi Cement Limited","7(2)","Shrivats Singhania","Promoter Group","Equity Shares","114036","0.1",,"26700","6681675","Buy","Equity Shares","140736","0.12","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1074600_272381_30062020070051_WEB.xml"
"JKLAKSHMI","JK Lakshmi Cement Limited","7(2)","Bharat Hari Singhania HUF","Promoter Group","Equity Shares","4758","0",,"52800","13213200","Buy","Equity Shares","57558","0.05","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1074600_272381_30062020070051_WEB.xml"
"JKLAKSHMI","JK Lakshmi Cement Limited","7(2)","Raghupati Singhania","Promoter Group","Equity Shares","266632","0.23",,"46400","11611600","Buy","Equity Shares","313032","0.27","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1074600_272381_30062020070051_WEB.xml"
"JKLAKSHMI","JK Lakshmi Cement Limited","7(2)","Bengal & Assam Company Ltd.","Promoters","Equity Shares","52388321","44.52",,"289200","72372300","Sell","Equity Shares","52099121","44.28","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1074600_272381_30062020070051_WEB.xml"
"JKLAKSHMI","JK Lakshmi Cement Limited","7(2)","Bharat Hari Singhania","Director","Equity Shares","174046","0.15",,"9600","2402496","Buy","Equity Shares","183646","0.16","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1074600_272381_30062020070051_WEB.xml"
"JKLAKSHMI","JK Lakshmi Cement Limited","7(2)","Vinita Singhania","Director","Equity Shares","237058","0.2",,"43000","10760750","Buy","Equity Shares","280058","0.24","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1074600_272381_30062020070051_WEB.xml"
"JKLAKSHMI","JK Lakshmi Cement Limited","7(2)","Harsh Pati Singhania","Promoter Group","Equity Shares","141160","0.12",,"17000","4254250","Buy","Equity Shares","158160","0.13","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1074600_272381_30062020070051_WEB.xml"
"JKLAKSHMI","JK Lakshmi Cement Limited","7(2)","Vikrampati Singhania","Promoter Group","Equity Shares","140848","0.12",,"17000","4254250","Buy","Equity Shares","157848","0.13","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1074600_272381_30062020070051_WEB.xml"
"JKLAKSHMI","JK Lakshmi Cement Limited","7(2)","Anshuman Singhania","Promoter Group","Equity Shares","117416","0.1",,"26700","6681675","Buy","Equity Shares","144116","0.12","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1074600_272381_30062020070051_WEB.xml"
"JKLAKSHMI","JK Lakshmi Cement Limited","7(2)","Raghupati Singhania HUF","Promoter Group","Equity Shares","80316","0.07",,"50000","12512500","Buy","Equity Shares","130316","0.11","29-Jun-2020","29-Jun-2020","30-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Jun-2020 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1074600_272381_30062020070051_WEB.xml"
"PITTIENG","Pitti Engineering Limited","7(2)","SHRI AKSHAY S PITTI","Promoters","Equity Shares","3860211","12.04",,"1297871","39909533","Pledge","Equity Shares","3860211","12.04","29-Jun-2020","29-Jun-2020","30-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Jun-2020 18:55","https://archives.nseindia.com/corporate/xbrl/IT_1074598_272360_30062020065519_WEB.xml"
"PITTIENG","Pitti Engineering Limited","7(2)","SHRI SHARAD B PITTI","Promoters","Equity Shares","3920306","12.23",,"1104437","33961438","Pledge","Equity Shares","3920306","12.23","29-Jun-2020","29-Jun-2020","30-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Jun-2020 18:55","https://archives.nseindia.com/corporate/xbrl/IT_1074598_272360_30062020065519_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","NALWA ENGINEERING CO LTD","Promoter Group","Equity Shares","747290","0.15",,"747290","28284927","Pledge","Equity Shares","747290","0.15","24-Jun-2020","24-Jun-2020","26-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Jun-2020 18:51","https://archives.nseindia.com/corporate/xbrl/IT_1074597_272349_30062020065120_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","RENUKA FINANCIAL SERVICES LTD","Promoter Group","Equity Shares","886620","0.18",,"885260","33507091","Pledge","Equity Shares","886620","0.18","24-Jun-2020","24-Jun-2020","26-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Jun-2020 18:51","https://archives.nseindia.com/corporate/xbrl/IT_1074597_272349_30062020065120_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","ROHIT TOWER BUILDING LTD","Promoter Group","Equity Shares","31200","0.01",,"31200","1180920","Pledge","Equity Shares","31200","0.01","24-Jun-2020","24-Jun-2020","26-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Jun-2020 18:51","https://archives.nseindia.com/corporate/xbrl/IT_1074597_272349_30062020065120_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","NALWA INVESTMENTS LTD","Promoter Group","Equity Shares","1707110","0.35",,"1707110","64614114","Pledge","Equity Shares","1707110","0.35","24-Jun-2020","24-Jun-2020","26-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Jun-2020 18:51","https://archives.nseindia.com/corporate/xbrl/IT_1074597_272349_30062020065120_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","MANSAROVAR INVESTMENTS LTD","Promoter Group","Equity Shares","3797210","0.78",,"3797210","143724399","Pledge","Equity Shares","3797210","0.78","24-Jun-2020","24-Jun-2020","26-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Jun-2020 18:51","https://archives.nseindia.com/corporate/xbrl/IT_1074597_272349_30062020065120_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","STAINLESS INVESTMENTS LTD","Promoter Group","Equity Shares","1442895","0.3",,"1442895","54613576","Pledge","Equity Shares","1442895","0.3","24-Jun-2020","24-Jun-2020","26-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Jun-2020 18:51","https://archives.nseindia.com/corporate/xbrl/IT_1074597_272349_30062020065120_WEB.xml"
"AJANTPHARM","Ajanta Pharma Limited","7(2)","Sunil Jambu Khot","Employees/Designated Employees","Equity Shares","1000","0",,"800","1128000","Sell","Equity Shares","200","0","30-Jun-2020","30-Jun-2020","30-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Jun-2020 18:41","https://archives.nseindia.com/corporate/xbrl/IT_1074594_272333_30062020064146_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Endeavour Holding Trust","Promoter Group","Equity Shares","8356673","6.82",,"50000","138202195","Sell","Equity Shares","8306673","6.78","26-Jun-2020","29-Jun-2020","29-Jun-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","30-Jun-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1074592_272297_30062020062543_WEB.xml"
